Name of material,Guide No.,ID No.,Toxic Inhalation Hazard,Water Reactive,Chemical Warfare,,Order #
Calcium arsenate and Calcium arsenite mixture & solid,151,1574,,,,,496
Calcium arsenite and Calcium arsenate mixture & solid,151,1574,,,,,497
Calcium carbide,138,1402,,,,,498
Calcium chlorate,140,1452,,,,,499
Calcium chlorate & aqueous solution,140,2429,,,,,500
Calcium chlorite,140,1453,,,,,501
Calcium cyanamide & with more than 0.1% Calcium carbide,138,1403,,,,,502
Calcium cyanide,157,1575,,,,,503
Calcium dithionite,135,1923,,W,,,504
Calcium hydride,138,1404,,,,,505
Calcium hydrosulfite,135,1923,,W,,,506
Calcium hydrosulphite,135,1923,,W,,,507
Calcium hypochlorite & dry,140,1748,,,,,508
Calcium hypochlorite & dry & corrosive & with more than 39% available chlorine (8.8% available oxygen),140,3485,,,,,509
Calcium hypochlorite & hydrated & corrosive & with not less than 5.5% but not more than 16% water,140,3487,,,,,510
Calcium hypochlorite & hydrated & with not less than 5.5% but not more than 16% water,140,2880,,,,,511
Calcium hypochlorite & hydrated mixture & corrosive & with not less than 5.5% but not more than 16% water,140,3487,,,,,512
Calcium hypochlorite & hydrated mixture & with not less than 5.5% but not more than 16% water,140,2880,,,,,513
Calcium hypochlorite mixture & dry & corrosive & with more than 10% but not more than 39% available chlorine,140,3486,,,,,514
Calcium hypochlorite mixture & dry & corrosive & with more than 39% available chlorine (8.8% available oxygen),140,3485,,,,,515
Calcium hypochlorite mixture & dry & with more than 10% but not more than 39% available Chlorine,140,2208,,,,,516
Calcium hypochlorite mixture & dry & with more than 39% available Chlorine (8.8% available Oxygen),140,1748,,,,,517
Calcium manganese silicon,138,2844,,,,,518
Calcium nitrate,140,1454,,,,,519
Calcium oxide,157,1910,,,,,520
Calcium perchlorate,140,1455,,,,,521
Calcium permanganate,140,1456,,,,,522
Calcium peroxide,140,1457,,,,,523
Calcium phosphide,139,1360,,W,,,524
Calcium resinate,133,1313,,,,,525
Calcium resinate & fused,133,1314,,,,,526
Calcium silicide,138,1405,,,,,527
Camphor & synthetic,133,2717,,,,,528
Camphor oil,128,1130,,,,,529
Capacitor & asymmetric,171,3508,,,,,530
Capacitor & electric double layer,171,3499,,,,,531
Caproic acid,153,2829,,,,,532
Carbamate pesticide & liquid & flammable & poisonous,131,2758,,,,,533
Carbamate pesticide & liquid & flammable & toxic,131,2758,,,,,534
Carbamate pesticide & liquid & poisonous,151,2992,,,,,535
Carbamate pesticide & liquid & poisonous & flammable,131,2991,,,,,536
Carbamate pesticide & liquid & toxic,151,2992,,,,,537
Carbamate pesticide & liquid & toxic & flammable,131,2991,,,,,538
Carbamate pesticide & solid & poisonous,151,2757,,,,,539
Carbamate pesticide & solid & toxic,151,2757,,,,,540
Carbon & activated,133,1362,,,,,541
Carbon & animal or vegetable origin,133,1361,,,,,542
Carbon bisulfide,131,1131,,,,,543
Carbon bisulphide,131,1131,,,,,544
Carbon dioxide,120,1013,,,,,545
Carbon dioxide & compressed,120,1013,,,,,546
Carbon dioxide & refrigerated liquid,120,2187,,,,,547
Carbon dioxide & solid,120,1845,,,,,548
Carbon dioxide and Ethylene oxide mixture & with more than 9% but not more than 87% Ethylene oxide,115,1041,,,,,549
Carbon dioxide and Ethylene oxide mixture & with more than 87% Ethylene oxide,119P,3300,X,,,,550
Carbon dioxide and Ethylene oxide mixtures & with not more than 9% Ethylene oxide,126,1952,,,,,551
Carbon dioxide and Nitrous oxide mixture,126,1015,,,,,552
Carbon dioxide and Oxygen mixture & compressed,122,1014,,,,,553
Carbon disulfide,131,1131,,,,,554
Carbon disulphide,131,1131,,,,,555
Carbon monoxide,119,1016,X,,,,556
Carbon monoxide & compressed,119,1016,X,,,,557
Carbon monoxide & refrigerated liquid (cryogenic liquid),168,9202,X,,,,558
Carbon tetrabromide,151,2516,,,,,559
Carbon tetrachloride,151,1846,,,,,560
Carbonyl fluoride,125,2417,X,,,,561
Carbonyl fluoride & compressed,125,2417,X,,,,562
Carbonyl sulfide,119,2204,X,,,,563
Carbonyl sulphide,119,2204,X,,,,564
Castor beans & meal & pomace or flake,171,2969,,,,,565
Caustic alkali liquid & n.o.s.,154,1719,,,,,566
Caustic potash & solid,154,1813,,,,,567
Caustic potash & solution,154,1814,,,,,568
Caustic soda & solid,154,1823,,,,,569
Caustic soda & solution,154,1824,,,,,570
Cells & containing Sodium,138,3292,,,,,571
Celluloid & in blocks & rods & rolls & sheets & tubes & etc. & except scrap,133,2000,,,,,572
Celluloid & scrap,135,2002,,,,,573
Cerium & slabs & ingots or rods,170,1333,,,,,574
Cerium & turnings or gritty powder,138,3078,,,,,575
Cesium,138,1407,,,,,576
Cesium hydroxide,157,2682,,,,,577
Cesium hydroxide & solution,154,2681,,,,,578
Cesium nitrate,140,1451,,,,,579
CG,125,— —,,,Z,,580
Charcoal,133,1361,,,,,581
Chemical kit,154,1760,,,,,582
Chemical kit,171,3316,,,,,583
Chemical sample & poisonous,151,3315,,,,,584
Chemical sample & toxic,151,3315,,,,,585
Chemical under pressure & corrosive & n.o.s.,125,3503,,,,,586
Chemical under pressure & flammable & corrosive & n.o.s.,118,3505,,,,,587
Chemical under pressure & flammable & n.o.s.,115,3501,,,,,588
Chemical under pressure & flammable & poisonous & n.o.s.,119,3504,,,,,589
Chemical under pressure & flammable & toxic & n.o.s.,119,3504,,,,,590
Chemical under pressure & n.o.s.,126,3500,,,,,591
Chemical under pressure & poisonous & n.o.s.,123,3502,,,,,592
Chemical under pressure & toxic & n.o.s.,123,3502,,,,,593
Chloral & anhydrous & stabilized,153,2075,,,,,594
Chlorate and Borate mixture,140,1458,,,,,595
Chlorate and Magnesium chloride mixture & solid,140,1459,,,,,596
Chlorate and Magnesium chloride mixture & solution,140,3407,,,,,597
Chlorates & inorganic & aqueous solution & n.o.s.,140,3210,,,,,598
Chlorates & inorganic & n.o.s.,140,1461,,,,,599
Chloric acid & aqueous solution & with not more than 10% Chloric acid,140,2626,,,,,600
Chlorine,124,1017,X,,,,601
Chlorine & adsorbed,173,3520,X,,,,602
Chlorine dioxide & hydrate & frozen,143,9191,,W,,,603
Chlorine pentafluoride,124,2548,X,,,,604
Chlorine trifluoride,124,1749,X,,,,605
Chlorite solution,154,1908,,,,,606
Chlorites & inorganic & n.o.s.,143,1462,,,,,607
Chloroacetaldehyde,153,2232,X,,,,608
Chloroacetic acid & molten,153,3250,,,,,609
Chloroacetic acid & solid,153,1751,,,,,610
Chloroacetic acid & solution,153,1750,,,,,611
Chloroacetone & stabilized,131,1695,X,,,,612
Chloroacetonitrile,131,2668,X,,,,613
Chloroacetophenone & liquid,153,3416,,,,,614
Chloroacetophenone & solid,153,1697,,,,,615
Chloroacetyl chloride,156,1752,X,W,,,616
Chloroanilines & liquid,152,2019,,,,,617
Chloroanilines & solid,152,2018,,,,,618
Chloroanisidines,152,2233,,,,,619
Chlorobenzene,130,1134,,,,,620
Chlorobenzotrifluorides,130,2234,,,,,621
Chlorobenzyl chlorides & liquid,153,2235,,,,,622
Chlorobenzyl chlorides & solid,153,3427,,,,,623
Chlorobutanes,130,1127,,,,,624
Chlorocresols & solid,152,3437,,,,,625
Chlorocresols & solution,152,2669,,,,,626
Chlorodifluorobromomethane,126,1974,,,,,627
1-Chloro-1 &1-difluoroethane,115,2517,,,,,628
Chlorodifluoromethane,126,1018,,,,,629
Chlorodifluoromethane and Chloropentafluoroethane mixture,126,1973,,,,,630
Chlorodinitrobenzenes & liquid,153,1577,,,,,631
Chlorodinitrobenzenes & solid,153,3441,,,,,632
2-Chloroethanal,153,2232,X,,,,633
Chloroform,151,1888,,,,,634
Chloroformates & poisonous & corrosive & flammable & n.o.s.,155,2742,X,,,,635
Chloroformates & poisonous & corrosive & n.o.s.,154,3277,,,,,636
Chloroformates & toxic & corrosive & flammable & n.o.s.,155,2742,X,,,,637
Chloroformates & toxic & corrosive & n.o.s.,154,3277,,,,,638
Chloromethyl chloroformate,157,2745,,,,,639
Chloromethyl ethyl ether,131,2354,,,,,640
3-Chloro-4-methylphenyl isocyanate & liquid,156,2236,,,,,641
3-Chloro-4-methylphenyl isocyanate & solid,156,3428,,,,,642
Chloronitroanilines,153,2237,,,,,643
Chloronitrobenzenes & liquid,152,3409,,,,,644
Chloronitrobenzenes & solid,152,1578,,,,,645
Chloronitrotoluenes & liquid,152,2433,,,,,646
Chloronitrotoluenes & solid,152,3457,,,,,647
Chloropentafluoroethane,126,1020,,,,,648
Chloropentafluoroethane and Chlorodifluoromethane mixture,126,1973,,,,,649
Chlorophenolates & liquid,154,2904,,,,,650
Chlorophenolates & solid,154,2905,,,,,651
Chlorophenols & liquid,153,2021,,,,,652
Chlorophenols & solid,153,2020,,,,,653
Chlorophenyltrichlorosilane,156,1753,,W,,,654
Chloropicrin,154,1580,X,,,,655
Chloropicrin and Methyl bromide mixture,123,1581,X,,,,656
Chloropicrin and Methyl chloride mixture,119,1582,X,,,,657
Chloropicrin mixture & n.o.s.,154,1583,X,,,,658
Chloropivaloyl chloride,156,9263,X,,,,659
Chloroplatinic acid & solid,154,2507,,,,,660
Chloroprene & stabilized,131P,1991,,,,,661
1-Chloropropane,129,1278,,,,,662
2-Chloropropane,129,2356,,,,,663
3-Chloropropanol-1,153,2849,,,,,664
2-Chloropropene,130P,2456,,,,,665
2-Chloropropionic acid,153,2511,,,,,666
2-Chloropyridine,153,2822,,,,,667
Chlorosilanes & corrosive & flammable & n.o.s.,155,2986,,W,,,668
Chlorosilanes & corrosive & n.o.s.,156,2987,,W,,,669
Chlorosilanes & flammable & corrosive & n.o.s.,155,2985,,W,,,670
Chlorosilanes & poisonous & corrosive & flammable & n.o.s.,155,3362,,W,,,671
Chlorosilanes & poisonous & corrosive & n.o.s.,156,3361,,W,,,672
Chlorosilanes & toxic & corrosive & flammable & n.o.s.,155,3362,,W,,,673
Chlorosilanes & toxic & corrosive & n.o.s.,156,3361,,W,,,674
Chlorosilanes & water-reactive & flammable & corrosive & n.o.s.,139,2988,,W,,,675
Chlorosulfonic acid (with or without sulfur trioxide),137,1754,X,W,,,676
Chlorosulphonic acid (with or without sulphur trioxide),137,1754,X,W,,,677
1-Chloro-1 &2 &2 &2-tetrafluoroethane,126,1021,,,,,678
Chlorotetrafluoroethane and Ethylene oxide mixture & with not more than 8.8% Ethylene oxide ,126,3297,,,,,679
Chlorotoluenes,129,2238,,,,,680
4-Chloro-o-toluidine hydrochloride & solid,153,1579,,,,,681
4-Chloro-o-toluidine hydrochloride & solution,153,3410,,,,,682
Chlorotoluidines & liquid,153,3429,,,,,683
Chlorotoluidines & solid,153,2239,,,,,684
1-Chloro-2 &2 &2-trifluoroethane,126,1983,,,,,685
Chlorotrifluoromethane,126,1022,,,,,686
Chlorotrifluoromethane and Trifluoromethane azeotropic mixture with approximately 60% Chlorotrifluoromethane,126,2599,,,,,687
Chromic acid & solution,154,1755,,,,,688
Chromic fluoride & solid,154,1756,,,,,689
Chromic fluoride & solution,154,1757,,,,,690
Chromium nitrate,141,2720,,,,,691
Chromium oxychloride,137,1758,,W,,,692
Chromium trioxide & anhydrous,141,1463,,,,,693
Chromosulfuric acid,154,2240,,,,,694
Chromosulphuric acid,154,2240,,,,,695
CK,125,— —,,,Z,,696
Clinical waste & unspecified & n.o.s.,158,3291,,,,,697
CN,153,— —,,,Z,,698
Coal gas,119,1023,,,,,699
Coal gas & compressed,119,1023,,,,,700
Coal tar distillates & flammable,128,1136,,,,,701
Coating solution,127,1139,,,,,702
Cobalt naphthenates & powder,133,2001,,,,,703
Cobalt resinate & precipitated,133,1318,,,,,704
Combustible liquid & n.o.s.,128,1993,,,,,705
Compounds & cleaning liquid (corrosive),154,1760,,,,,706
Compounds & cleaning liquid (flammable),128,1993,,,,,707
Compounds & tree or weed killing & liquid (corrosive),154,1760,,,,,708
Compounds & tree or weed killing & liquid (flammable),128,1993,,,,,709
Compounds & tree or weed killing & liquid (toxic),153,2810,,,,,710
Compressed gas & flammable & n.o.s.,115,1954,,,,,711
Compressed gas & n.o.s.,126,1956,,,,,712
Compressed gas & oxidizing & n.o.s.,122,3156,,,,,713
Compressed gas & poisonous & corrosive & n.o.s.,125,3304,X,,,,714
Compressed gas & poisonous & corrosive & n.o.s. (Inhalation Hazard Zone A),125,3304,X,,,,715
Compressed gas & poisonous & corrosive & n.o.s. (Inhalation Hazard Zone B),125,3304,X,,,,716
Compressed gas & poisonous & corrosive & n.o.s. (Inhalation Hazard Zone C),125,3304,X,,,,717
Compressed gas & poisonous & corrosive & n.o.s. (Inhalation Hazard Zone D),125,3304,X,,,,718
Compressed gas & poisonous & flammable & corrosive & n.o.s.,119,3305,X,,,,719
Compressed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation Hazard Zone A),119,3305,X,,,,720
Compressed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation Hazard Zone B),119,3305,X,,,,721
Compressed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation Hazard Zone C),119,3305,X,,,,722
Compressed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation Hazard Zone D),119,3305,X,,,,723
Compressed gas & poisonous & flammable & n.o.s.,119,1953,X,,,,724
Compressed gas & poisonous & flammable & n.o.s. (Inhalation Hazard Zone A),119,1953,X,,,,725
Compressed gas & poisonous & flammable & n.o.s. (Inhalation Hazard Zone B),119,1953,X,,,,726
Compressed gas & poisonous & flammable & n.o.s. (Inhalation Hazard Zone C),119,1953,X,,,,727
Compressed gas & poisonous & flammable & n.o.s. (Inhalation Hazard Zone D),119,1953,X,,,,728
Compressed gas & poisonous & n.o.s.,123,1955,X,,,,729
Compressed gas & poisonous & n.o.s. (Inhalation Hazard Zone A),123,1955,X,,,,730
Compressed gas & poisonous & n.o.s. (Inhalation Hazard Zone B),123,1955,X,,,,731
Compressed gas & poisonous & n.o.s. (Inhalation Hazard Zone C),123,1955,X,,,,732
Compressed gas & poisonous & n.o.s. (Inhalation Hazard Zone D),123,1955,X,,,,733
Compressed gas & poisonous & oxidizing & corrosive & n.o.s.,124,3306,X,,,,734
